model	score_type	score_value	proteinA	proteinB	swarm	cluster_id	cluster_pop	source
lightdock	luciferin_score	5.5941	2UUY_rec	2UUY_lig	swarm_101	38.0	2.0	
lightdock	luciferin_score	5.16905	2UUY_rec	2UUY_lig	swarm_101	39.0	2.0	
lightdock	luciferin_score	4.73495	2UUY_rec	2UUY_lig	swarm_101	40.0	1.0	
lightdock	luciferin_score	4.38353	2UUY_rec	2UUY_lig	swarm_101	41.0	3.0	
lightdock	luciferin_score	3.61366	2UUY_rec	2UUY_lig	swarm_101	42.0	5.0	
lightdock	luciferin_score	3.32916	2UUY_rec	2UUY_lig	swarm_101	43.0	2.0	
lightdock	luciferin_score	0.50007	2UUY_rec	2UUY_lig	swarm_101	44.0	1.0	
lightdock	luciferin_score	0.17954	2UUY_rec	2UUY_lig	swarm_101	45.0	1.0	
lightdock	luciferin_score	-0.63361	2UUY_rec	2UUY_lig	swarm_101	46.0	6.0	
lightdock	luciferin_score	-1.01531	2UUY_rec	2UUY_lig	swarm_101	47.0	9.0	
lightdock	luciferin_score	-1.48839	2UUY_rec	2UUY_lig	swarm_101	48.0	3.0	
lightdock	luciferin_score	-2.72098	2UUY_rec	2UUY_lig	swarm_101	49.0	6.0	
lightdock	luciferin_score	-3.3654	2UUY_rec	2UUY_lig	swarm_101	50.0	5.0	
lightdock	luciferin_score	-7.04774	2UUY_rec	2UUY_lig	swarm_101	51.0	1.0	
lightdock	luciferin_score	-10.16192	2UUY_rec	2UUY_lig	swarm_101	52.0	4.0	
lightdock	luciferin_score	-12.49913	2UUY_rec	2UUY_lig	swarm_101	53.0	3.0	
lightdock	luciferin_score	-13.64914	2UUY_rec	2UUY_lig	swarm_101	54.0	2.0	
lightdock	luciferin_score	-21.6794	2UUY_rec	2UUY_lig	swarm_101	55.0	1.0	
lightdock	luciferin_score	-25.59132	2UUY_rec	2UUY_lig	swarm_101	56.0	2.0	
lightdock	luciferin_score	-28.701	2UUY_rec	2UUY_lig	swarm_101	57.0	2.0	
lightdock	luciferin_score	-36.94868	2UUY_rec	2UUY_lig	swarm_101	58.0	1.0	
lightdock	luciferin_score	-48.58317	2UUY_rec	2UUY_lig	swarm_101	59.0	1.0	
lightdock	luciferin_score	19.16497	2UUY_rec	2UUY_lig	swarm_102	0.0	7.0	
lightdock	luciferin_score	18.54267	2UUY_rec	2UUY_lig	swarm_102	1.0	3.0	
lightdock	luciferin_score	14.94059	2UUY_rec	2UUY_lig	swarm_102	2.0	10.0	
lightdock	luciferin_score	14.70393	2UUY_rec	2UUY_lig	swarm_102	3.0	5.0	
lightdock	luciferin_score	14.29916	2UUY_rec	2UUY_lig	swarm_102	4.0	5.0	
lightdock	luciferin_score	12.42274	2UUY_rec	2UUY_lig	swarm_102	5.0	6.0	
lightdock	luciferin_score	12.34298	2UUY_rec	2UUY_lig	swarm_102	6.0	3.0	
lightdock	luciferin_score	11.38593	2UUY_rec	2UUY_lig	swarm_102	7.0	6.0	
lightdock	luciferin_score	11.34691	2UUY_rec	2UUY_lig	swarm_102	8.0	1.0	
lightdock	luciferin_score	11.31471	2UUY_rec	2UUY_lig	swarm_102	9.0	8.0	
lightdock	luciferin_score	11.06848	2UUY_rec	2UUY_lig	swarm_102	10.0	3.0	
lightdock	luciferin_score	10.91123	2UUY_rec	2UUY_lig	swarm_102	11.0	4.0	
lightdock	luciferin_score	10.86445	2UUY_rec	2UUY_lig	swarm_102	12.0	3.0	
lightdock	luciferin_score	10.71628	2UUY_rec	2UUY_lig	swarm_102	13.0	2.0	
lightdock	luciferin_score	10.59157	2UUY_rec	2UUY_lig	swarm_102	14.0	2.0	
lightdock	luciferin_score	10.56276	2UUY_rec	2UUY_lig	swarm_102	15.0	2.0	
lightdock	luciferin_score	10.4319	2UUY_rec	2UUY_lig	swarm_102	16.0	6.0	
lightdock	luciferin_score	10.34672	2UUY_rec	2UUY_lig	swarm_102	17.0	1.0	
lightdock	luciferin_score	9.85132	2UUY_rec	2UUY_lig	swarm_102	18.0	5.0	
lightdock	luciferin_score	9.63527	2UUY_rec	2UUY_lig	swarm_102	19.0	3.0	
lightdock	luciferin_score	9.45432	2UUY_rec	2UUY_lig	swarm_102	20.0	3.0	
lightdock	luciferin_score	9.45342	2UUY_rec	2UUY_lig	swarm_102	21.0	1.0	
lightdock	luciferin_score	9.27278	2UUY_rec	2UUY_lig	swarm_102	22.0	5.0	
lightdock	luciferin_score	8.92545	2UUY_rec	2UUY_lig	swarm_102	23.0	1.0	
lightdock	luciferin_score	8.77815	2UUY_rec	2UUY_lig	swarm_102	24.0	2.0	
lightdock	luciferin_score	8.64365	2UUY_rec	2UUY_lig	swarm_102	25.0	7.0	
lightdock	luciferin_score	8.59653	2UUY_rec	2UUY_lig	swarm_102	26.0	3.0	
lightdock	luciferin_score	8.56825	2UUY_rec	2UUY_lig	swarm_102	27.0	4.0	
lightdock	luciferin_score	8.38445	2UUY_rec	2UUY_lig	swarm_102	28.0	5.0	
lightdock	luciferin_score	8.32571	2UUY_rec	2UUY_lig	swarm_102	29.0	3.0	
lightdock	luciferin_score	8.1245	2UUY_rec	2UUY_lig	swarm_102	30.0	3.0	
lightdock	luciferin_score	8.07374	2UUY_rec	2UUY_lig	swarm_102	31.0	3.0	
lightdock	luciferin_score	8.01939	2UUY_rec	2UUY_lig	swarm_102	32.0	1.0	
lightdock	luciferin_score	7.76474	2UUY_rec	2UUY_lig	swarm_102	33.0	5.0	
lightdock	luciferin_score	7.50109	2UUY_rec	2UUY_lig	swarm_102	34.0	3.0	
lightdock	luciferin_score	7.26534	2UUY_rec	2UUY_lig	swarm_102	35.0	2.0	
lightdock	luciferin_score	7.02717	2UUY_rec	2UUY_lig	swarm_102	36.0	1.0	
lightdock	luciferin_score	6.8134	2UUY_rec	2UUY_lig	swarm_102	37.0	6.0	
lightdock	luciferin_score	6.18319	2UUY_rec	2UUY_lig	swarm_102	38.0	1.0	
lightdock	luciferin_score	5.4796	2UUY_rec	2UUY_lig	swarm_102	39.0	1.0	
lightdock	luciferin_score	5.34672	2UUY_rec	2UUY_lig	swarm_102	40.0	1.0	
lightdock	luciferin_score	5.32604	2UUY_rec	2UUY_lig	swarm_102	41.0	6.0	
lightdock	luciferin_score	3.50162	2UUY_rec	2UUY_lig	swarm_102	42.0	1.0	
lightdock	luciferin_score	2.30704	2UUY_rec	2UUY_lig	swarm_102	43.0	9.0	
lightdock	luciferin_score	0.79444	2UUY_rec	2UUY_lig	swarm_102	44.0	1.0	
lightdock	luciferin_score	0.31231	2UUY_rec	2UUY_lig	swarm_102	45.0	1.0	
lightdock	luciferin_score	-1.73979	2UUY_rec	2UUY_lig	swarm_102	46.0	3.0	
lightdock	luciferin_score	-3.43924	2UUY_rec	2UUY_lig	swarm_102	47.0	1.0	
lightdock	luciferin_score	-6.79703	2UUY_rec	2UUY_lig	swarm_102	48.0	8.0	
lightdock	luciferin_score	-7.25103	2UUY_rec	2UUY_lig	swarm_102	49.0	5.0	
lightdock	luciferin_score	-10.50077	2UUY_rec	2UUY_lig	swarm_102	50.0	2.0	
lightdock	luciferin_score	-15.80012	2UUY_rec	2UUY_lig	swarm_102	51.0	1.0	
lightdock	luciferin_score	-17.68655	2UUY_rec	2UUY_lig	swarm_102	52.0	3.0	
lightdock	luciferin_score	-20.4312	2UUY_rec	2UUY_lig	swarm_102	53.0	1.0	
lightdock	luciferin_score	-21.87443	2UUY_rec	2UUY_lig	swarm_102	54.0	1.0	
lightdock	luciferin_score	-25.32102	2UUY_rec	2UUY_lig	swarm_102	55.0	1.0	
lightdock	luciferin_score	-30.17437	2UUY_rec	2UUY_lig	swarm_102	56.0	4.0	
lightdock	luciferin_score	-31.50662	2UUY_rec	2UUY_lig	swarm_102	57.0	2.0	
lightdock	luciferin_score	-36.43905	2UUY_rec	2UUY_lig	swarm_102	58.0	1.0	
lightdock	luciferin_score	-53.24081	2UUY_rec	2UUY_lig	swarm_102	59.0	1.0	
lightdock	luciferin_score	-64.76308	2UUY_rec	2UUY_lig	swarm_102	60.0	1.0	
lightdock	luciferin_score	-71.9466	2UUY_rec	2UUY_lig	swarm_102	61.0	1.0	
lightdock	luciferin_score	16.89438	2UUY_rec	2UUY_lig	swarm_103	0.0	4.0	
lightdock	luciferin_score	15.35522	2UUY_rec	2UUY_lig	swarm_103	1.0	11.0	
lightdock	luciferin_score	15.29382	2UUY_rec	2UUY_lig	swarm_103	2.0	3.0	
lightdock	luciferin_score	14.89604	2UUY_rec	2UUY_lig	swarm_103	3.0	2.0	
lightdock	luciferin_score	14.55179	2UUY_rec	2UUY_lig	swarm_103	4.0	4.0	
lightdock	luciferin_score	12.57906	2UUY_rec	2UUY_lig	swarm_103	5.0	8.0	
lightdock	luciferin_score	12.32912	2UUY_rec	2UUY_lig	swarm_103	6.0	6.0	
lightdock	luciferin_score	11.85285	2UUY_rec	2UUY_lig	swarm_103	7.0	3.0	
lightdock	luciferin_score	11.79175	2UUY_rec	2UUY_lig	swarm_103	8.0	6.0	
lightdock	luciferin_score	11.61294	2UUY_rec	2UUY_lig	swarm_103	9.0	6.0	
lightdock	luciferin_score	11.02868	2UUY_rec	2UUY_lig	swarm_103	10.0	9.0	
lightdock	luciferin_score	10.5777	2UUY_rec	2UUY_lig	swarm_103	11.0	7.0	
lightdock	luciferin_score	10.57679	2UUY_rec	2UUY_lig	swarm_103	12.0	3.0	
lightdock	luciferin_score	10.43968	2UUY_rec	2UUY_lig	swarm_103	13.0	2.0	
lightdock	luciferin_score	10.37434	2UUY_rec	2UUY_lig	swarm_103	14.0	2.0	
lightdock	luciferin_score	9.9085	2UUY_rec	2UUY_lig	swarm_103	15.0	2.0	
lightdock	luciferin_score	9.80816	2UUY_rec	2UUY_lig	swarm_103	16.0	7.0	
lightdock	luciferin_score	9.70498	2UUY_rec	2UUY_lig	swarm_103	17.0	2.0	
lightdock	luciferin_score	9.62296	2UUY_rec	2UUY_lig	swarm_103	18.0	1.0	
lightdock	luciferin_score	9.54169	2UUY_rec	2UUY_lig	swarm_103	19.0	2.0	
lightdock	luciferin_score	9.51446	2UUY_rec	2UUY_lig	swarm_103	20.0	7.0	
lightdock	luciferin_score	9.20551	2UUY_rec	2UUY_lig	swarm_103	21.0	2.0	
lightdock	luciferin_score	9.18188	2UUY_rec	2UUY_lig	swarm_103	22.0	3.0	
lightdock	luciferin_score	9.18172	2UUY_rec	2UUY_lig	swarm_103	23.0	3.0	
lightdock	luciferin_score	9.14147	2UUY_rec	2UUY_lig	swarm_103	24.0	5.0	
lightdock	luciferin_score	8.89199	2UUY_rec	2UUY_lig	swarm_103	25.0	1.0	
lightdock	luciferin_score	8.6802	2UUY_rec	2UUY_lig	swarm_103	26.0	1.0	
lightdock	luciferin_score	8.665	2UUY_rec	2UUY_lig	swarm_103	27.0	2.0	
lightdock	luciferin_score	8.50921	2UUY_rec	2UUY_lig	swarm_103	28.0	2.0	
lightdock	luciferin_score	8.40779	2UUY_rec	2UUY_lig	swarm_103	29.0	1.0	
lightdock	luciferin_score	8.01219	2UUY_rec	2UUY_lig	swarm_103	30.0	2.0	
lightdock	luciferin_score	8.01202	2UUY_rec	2UUY_lig	swarm_103	31.0	1.0	
lightdock	luciferin_score	7.80521	2UUY_rec	2UUY_lig	swarm_103	32.0	4.0	
lightdock	luciferin_score	7.69278	2UUY_rec	2UUY_lig	swarm_103	33.0	5.0	
lightdock	luciferin_score	7.36576	2UUY_rec	2UUY_lig	swarm_103	34.0	12.0	
lightdock	luciferin_score	7.23528	2UUY_rec	2UUY_lig	swarm_103	35.0	4.0	
lightdock	luciferin_score	7.20495	2UUY_rec	2UUY_lig	swarm_103	36.0	1.0	
lightdock	luciferin_score	7.18918	2UUY_rec	2UUY_lig	swarm_103	37.0	2.0	
lightdock	luciferin_score	6.86432	2UUY_rec	2UUY_lig	swarm_103	38.0	1.0	
lightdock	luciferin_score	6.85419	2UUY_rec	2UUY_lig	swarm_103	39.0	1.0	
lightdock	luciferin_score	6.80172	2UUY_rec	2UUY_lig	swarm_103	40.0	1.0	
lightdock	luciferin_score	6.76257	2UUY_rec	2UUY_lig	swarm_103	41.0	2.0	
lightdock	luciferin_score	6.38321	2UUY_rec	2UUY_lig	swarm_103	42.0	1.0	
lightdock	luciferin_score	6.2807	2UUY_rec	2UUY_lig	swarm_103	43.0	2.0	
lightdock	luciferin_score	6.2767	2UUY_rec	2UUY_lig	swarm_103	44.0	1.0	
lightdock	luciferin_score	5.99233	2UUY_rec	2UUY_lig	swarm_103	45.0	2.0	
lightdock	luciferin_score	5.9391	2UUY_rec	2UUY_lig	swarm_103	46.0	2.0	
lightdock	luciferin_score	2.99392	2UUY_rec	2UUY_lig	swarm_103	47.0	2.0	
lightdock	luciferin_score	1.94084	2UUY_rec	2UUY_lig	swarm_103	48.0	1.0	
lightdock	luciferin_score	1.58207	2UUY_rec	2UUY_lig	swarm_103	49.0	9.0	
lightdock	luciferin_score	-0.41542	2UUY_rec	2UUY_lig	swarm_103	50.0	1.0	
lightdock	luciferin_score	-2.22167	2UUY_rec	2UUY_lig	swarm_103	51.0	1.0	
lightdock	luciferin_score	-2.32281	2UUY_rec	2UUY_lig	swarm_103	52.0	6.0	
lightdock	luciferin_score	-2.35142	2UUY_rec	2UUY_lig	swarm_103	53.0	1.0	
lightdock	luciferin_score	-4.11613	2UUY_rec	2UUY_lig	swarm_103	54.0	4.0	
lightdock	luciferin_score	-7.16785	2UUY_rec	2UUY_lig	swarm_103	55.0	1.0	
lightdock	luciferin_score	-8.84996	2UUY_rec	2UUY_lig	swarm_103	56.0	5.0	
lightdock	luciferin_score	-16.76959	2UUY_rec	2UUY_lig	swarm_103	57.0	1.0	
lightdock	luciferin_score	-19.17385	2UUY_rec	2UUY_lig	swarm_103	58.0	1.0	
lightdock	luciferin_score	-24.70662	2UUY_rec	2UUY_lig	swarm_103	59.0	1.0	
lightdock	luciferin_score	-25.39042	2UUY_rec	2UUY_lig	swarm_103	60.0	1.0	
lightdock	luciferin_score	-28.867	2UUY_rec	2UUY_lig	swarm_103	61.0	2.0	
lightdock	luciferin_score	-33.89568	2UUY_rec	2UUY_lig	swarm_103	62.0	1.0	
lightdock	luciferin_score	-46.96636	2UUY_rec	2UUY_lig	swarm_103	63.0	1.0	
lightdock	luciferin_score	18.69758	2UUY_rec	2UUY_lig	swarm_104	0.0	7.0	
lightdock	luciferin_score	17.04627	2UUY_rec	2UUY_lig	swarm_104	1.0	7.0	
lightdock	luciferin_score	14.02588	2UUY_rec	2UUY_lig	swarm_104	2.0	5.0	
lightdock	luciferin_score	12.70097	2UUY_rec	2UUY_lig	swarm_104	3.0	3.0	
lightdock	luciferin_score	12.50787	2UUY_rec	2UUY_lig	swarm_104	4.0	7.0	
lightdock	luciferin_score	10.40474	2UUY_rec	2UUY_lig	swarm_104	5.0	1.0	
lightdock	luciferin_score	10.26313	2UUY_rec	2UUY_lig	swarm_104	6.0	15.0	
lightdock	luciferin_score	10.20907	2UUY_rec	2UUY_lig	swarm_104	7.0	6.0	
lightdock	luciferin_score	10.06454	2UUY_rec	2UUY_lig	swarm_104	8.0	4.0	
lightdock	luciferin_score	10.03432	2UUY_rec	2UUY_lig	swarm_104	9.0	2.0	
lightdock	luciferin_score	9.83372	2UUY_rec	2UUY_lig	swarm_104	10.0	4.0	
lightdock	luciferin_score	9.6017	2UUY_rec	2UUY_lig	swarm_104	11.0	13.0	
lightdock	luciferin_score	9.46485	2UUY_rec	2UUY_lig	swarm_104	12.0	6.0	
lightdock	luciferin_score	9.45036	2UUY_rec	2UUY_lig	swarm_104	13.0	5.0	
lightdock	luciferin_score	9.19805	2UUY_rec	2UUY_lig	swarm_104	14.0	3.0	
lightdock	luciferin_score	8.77733	2UUY_rec	2UUY_lig	swarm_104	15.0	1.0	
lightdock	luciferin_score	8.54598	2UUY_rec	2UUY_lig	swarm_104	16.0	2.0	
lightdock	luciferin_score	8.53421	2UUY_rec	2UUY_lig	swarm_104	17.0	4.0	
lightdock	luciferin_score	8.48111	2UUY_rec	2UUY_lig	swarm_104	18.0	4.0	
lightdock	luciferin_score	8.40375	2UUY_rec	2UUY_lig	swarm_104	19.0	5.0	
lightdock	luciferin_score	7.99324	2UUY_rec	2UUY_lig	swarm_104	20.0	1.0	
lightdock	luciferin_score	7.95942	2UUY_rec	2UUY_lig	swarm_104	21.0	2.0	
lightdock	luciferin_score	7.94727	2UUY_rec	2UUY_lig	swarm_104	22.0	6.0	
lightdock	luciferin_score	7.91085	2UUY_rec	2UUY_lig	swarm_104	23.0	1.0	
lightdock	luciferin_score	7.904	2UUY_rec	2UUY_lig	swarm_104	24.0	1.0	
lightdock	luciferin_score	7.48511	2UUY_rec	2UUY_lig	swarm_104	25.0	7.0	
lightdock	luciferin_score	7.11396	2UUY_rec	2UUY_lig	swarm_104	26.0	2.0	
lightdock	luciferin_score	7.046	2UUY_rec	2UUY_lig	swarm_104	27.0	3.0	
lightdock	luciferin_score	6.32855	2UUY_rec	2UUY_lig	swarm_104	28.0	2.0	
lightdock	luciferin_score	6.28651	2UUY_rec	2UUY_lig	swarm_104	29.0	1.0	
lightdock	luciferin_score	6.18507	2UUY_rec	2UUY_lig	swarm_104	30.0	6.0	
lightdock	luciferin_score	6.05686	2UUY_rec	2UUY_lig	swarm_104	31.0	1.0	
lightdock	luciferin_score	6.02639	2UUY_rec	2UUY_lig	swarm_104	32.0	1.0	
lightdock	luciferin_score	5.31829	2UUY_rec	2UUY_lig	swarm_104	33.0	1.0	
lightdock	luciferin_score	5.06486	2UUY_rec	2UUY_lig	swarm_104	34.0	2.0	
lightdock	luciferin_score	4.87584	2UUY_rec	2UUY_lig	swarm_104	35.0	1.0	
lightdock	luciferin_score	4.14563	2UUY_rec	2UUY_lig	swarm_104	36.0	2.0	
lightdock	luciferin_score	3.72005	2UUY_rec	2UUY_lig	swarm_104	37.0	1.0	
lightdock	luciferin_score	3.69041	2UUY_rec	2UUY_lig	swarm_104	38.0	2.0	
lightdock	luciferin_score	2.43351	2UUY_rec	2UUY_lig	swarm_104	39.0	3.0	
lightdock	luciferin_score	2.16026	2UUY_rec	2UUY_lig	swarm_104	40.0	1.0	
lightdock	luciferin_score	1.66925	2UUY_rec	2UUY_lig	swarm_104	41.0	2.0	
lightdock	luciferin_score	0.83059	2UUY_rec	2UUY_lig	swarm_104	42.0	4.0	
lightdock	luciferin_score	-0.00034	2UUY_rec	2UUY_lig	swarm_104	43.0	1.0	
lightdock	luciferin_score	-0.83957	2UUY_rec	2UUY_lig	swarm_104	44.0	1.0	
lightdock	luciferin_score	-0.96026	2UUY_rec	2UUY_lig	swarm_104	45.0	2.0	
lightdock	luciferin_score	-2.02159	2UUY_rec	2UUY_lig	swarm_104	46.0	5.0	
lightdock	luciferin_score	-3.71363	2UUY_rec	2UUY_lig	swarm_104	47.0	1.0	
lightdock	luciferin_score	-4.47823	2UUY_rec	2UUY_lig	swarm_104	48.0	1.0	
lightdock	luciferin_score	-6.60275	2UUY_rec	2UUY_lig	swarm_104	49.0	3.0	
lightdock	luciferin_score	-6.77283	2UUY_rec	2UUY_lig	swarm_104	50.0	3.0	
lightdock	luciferin_score	-7.43042	2UUY_rec	2UUY_lig	swarm_104	51.0	3.0	
lightdock	luciferin_score	-7.58542	2UUY_rec	2UUY_lig	swarm_104	52.0	1.0	
lightdock	luciferin_score	-9.04212	2UUY_rec	2UUY_lig	swarm_104	53.0	1.0	
lightdock	luciferin_score	-9.79193	2UUY_rec	2UUY_lig	swarm_104	54.0	3.0	
lightdock	luciferin_score	-10.94449	2UUY_rec	2UUY_lig	swarm_104	55.0	1.0	
lightdock	luciferin_score	-11.47095	2UUY_rec	2UUY_lig	swarm_104	56.0	2.0	
lightdock	luciferin_score	-13.07848	2UUY_rec	2UUY_lig	swarm_104	57.0	1.0	
lightdock	luciferin_score	-13.62737	2UUY_rec	2UUY_lig	swarm_104	58.0	1.0	
lightdock	luciferin_score	-17.23753	2UUY_rec	2UUY_lig	swarm_104	59.0	1.0	
lightdock	luciferin_score	-17.5089	2UUY_rec	2UUY_lig	swarm_104	60.0	3.0	
lightdock	luciferin_score	-18.18215	2UUY_rec	2UUY_lig	swarm_104	61.0	1.0	
lightdock	luciferin_score	-19.29259	2UUY_rec	2UUY_lig	swarm_104	62.0	1.0	
lightdock	luciferin_score	-32.6725	2UUY_rec	2UUY_lig	swarm_104	63.0	1.0	
lightdock	luciferin_score	-34.15684	2UUY_rec	2UUY_lig	swarm_104	64.0	2.0	
lightdock	luciferin_score	-40.43827	2UUY_rec	2UUY_lig	swarm_104	65.0	2.0	
lightdock	luciferin_score	-44.2481	2UUY_rec	2UUY_lig	swarm_104	66.0	1.0	
lightdock	luciferin_score	-55.67337	2UUY_rec	2UUY_lig	swarm_104	67.0	1.0	
lightdock	luciferin_score	18.37258	2UUY_rec	2UUY_lig	swarm_105	0.0	5.0	
lightdock	luciferin_score	17.38765	2UUY_rec	2UUY_lig	swarm_105	1.0	5.0	
lightdock	luciferin_score	16.78127	2UUY_rec	2UUY_lig	swarm_105	2.0	6.0	
lightdock	luciferin_score	16.0534	2UUY_rec	2UUY_lig	swarm_105	3.0	3.0	
lightdock	luciferin_score	15.47106	2UUY_rec	2UUY_lig	swarm_105	4.0	6.0	
lightdock	luciferin_score	15.07077	2UUY_rec	2UUY_lig	swarm_105	5.0	6.0	
lightdock	luciferin_score	13.398	2UUY_rec	2UUY_lig	swarm_105	6.0	6.0	
lightdock	luciferin_score	13.27584	2UUY_rec	2UUY_lig	swarm_105	7.0	1.0	
lightdock	luciferin_score	13.23956	2UUY_rec	2UUY_lig	swarm_105	8.0	3.0	
lightdock	luciferin_score	12.2334	2UUY_rec	2UUY_lig	swarm_105	9.0	5.0	
lightdock	luciferin_score	12.18995	2UUY_rec	2UUY_lig	swarm_105	10.0	1.0	
lightdock	luciferin_score	12.01707	2UUY_rec	2UUY_lig	swarm_105	11.0	9.0	
lightdock	luciferin_score	11.31284	2UUY_rec	2UUY_lig	swarm_105	12.0	12.0	
lightdock	luciferin_score	11.28999	2UUY_rec	2UUY_lig	swarm_105	13.0	7.0	
lightdock	luciferin_score	11.0175	2UUY_rec	2UUY_lig	swarm_105	14.0	2.0	
lightdock	luciferin_score	10.91698	2UUY_rec	2UUY_lig	swarm_105	15.0	1.0	
lightdock	luciferin_score	10.87171	2UUY_rec	2UUY_lig	swarm_105	16.0	6.0	
lightdock	luciferin_score	10.7038	2UUY_rec	2UUY_lig	swarm_105	17.0	2.0	
lightdock	luciferin_score	10.63337	2UUY_rec	2UUY_lig	swarm_105	18.0	3.0	
lightdock	luciferin_score	10.43042	2UUY_rec	2UUY_lig	swarm_105	19.0	5.0	
lightdock	luciferin_score	9.67459	2UUY_rec	2UUY_lig	swarm_105	20.0	3.0	
lightdock	luciferin_score	9.28501	2UUY_rec	2UUY_lig	swarm_105	21.0	4.0	
lightdock	luciferin_score	9.25476	2UUY_rec	2UUY_lig	swarm_105	22.0	4.0	
lightdock	luciferin_score	9.24718	2UUY_rec	2UUY_lig	swarm_105	23.0	2.0	
lightdock	luciferin_score	9.10209	2UUY_rec	2UUY_lig	swarm_105	24.0	1.0	
lightdock	luciferin_score	8.61064	2UUY_rec	2UUY_lig	swarm_105	25.0	4.0	
lightdock	luciferin_score	8.37415	2UUY_rec	2UUY_lig	swarm_105	26.0	4.0	
lightdock	luciferin_score	8.26123	2UUY_rec	2UUY_lig	swarm_105	27.0	2.0	
lightdock	luciferin_score	8.16431	2UUY_rec	2UUY_lig	swarm_105	28.0	1.0	
lightdock	luciferin_score	8.14147	2UUY_rec	2UUY_lig	swarm_105	29.0	1.0	
lightdock	luciferin_score	8.086	2UUY_rec	2UUY_lig	swarm_105	30.0	3.0	
lightdock	luciferin_score	7.96126	2UUY_rec	2UUY_lig	swarm_105	31.0	4.0	
lightdock	luciferin_score	7.55406	2UUY_rec	2UUY_lig	swarm_105	32.0	1.0	
lightdock	luciferin_score	7.43017	2UUY_rec	2UUY_lig	swarm_105	33.0	1.0	
lightdock	luciferin_score	7.35988	2UUY_rec	2UUY_lig	swarm_105	34.0	1.0	
lightdock	luciferin_score	7.31174	2UUY_rec	2UUY_lig	swarm_105	35.0	2.0	
lightdock	luciferin_score	7.15615	2UUY_rec	2UUY_lig	swarm_105	36.0	1.0	
lightdock	luciferin_score	6.92071	2UUY_rec	2UUY_lig	swarm_105	37.0	2.0	
lightdock	luciferin_score	6.9025	2UUY_rec	2UUY_lig	swarm_105	38.0	2.0	
lightdock	luciferin_score	6.57434	2UUY_rec	2UUY_lig	swarm_105	39.0	1.0	
lightdock	luciferin_score	5.9847	2UUY_rec	2UUY_lig	swarm_105	40.0	2.0	
lightdock	luciferin_score	5.49893	2UUY_rec	2UUY_lig	swarm_105	41.0	1.0	
lightdock	luciferin_score	4.99912	2UUY_rec	2UUY_lig	swarm_105	42.0	2.0	
lightdock	luciferin_score	4.11178	2UUY_rec	2UUY_lig	swarm_105	43.0	1.0	
lightdock	luciferin_score	3.65482	2UUY_rec	2UUY_lig	swarm_105	44.0	4.0	
lightdock	luciferin_score	3.22484	2UUY_rec	2UUY_lig	swarm_105	45.0	2.0	
lightdock	luciferin_score	2.55129	2UUY_rec	2UUY_lig	swarm_105	46.0	2.0	
lightdock	luciferin_score	2.5029	2UUY_rec	2UUY_lig	swarm_105	47.0	1.0	
lightdock	luciferin_score	1.55063	2UUY_rec	2UUY_lig	swarm_105	48.0	1.0	
lightdock	luciferin_score	1.01433	2UUY_rec	2UUY_lig	swarm_105	49.0	2.0	
lightdock	luciferin_score	0.12958	2UUY_rec	2UUY_lig	swarm_105	50.0	5.0	
lightdock	luciferin_score	0.10449	2UUY_rec	2UUY_lig	swarm_105	51.0	4.0	
lightdock	luciferin_score	-1.74154	2UUY_rec	2UUY_lig	swarm_105	52.0	4.0	
lightdock	luciferin_score	-2.15801	2UUY_rec	2UUY_lig	swarm_105	53.0	1.0	
lightdock	luciferin_score	-4.36795	2UUY_rec	2UUY_lig	swarm_105	54.0	1.0	
lightdock	luciferin_score	-6.76677	2UUY_rec	2UUY_lig	swarm_105	55.0	1.0	
lightdock	luciferin_score	-6.8959	2UUY_rec	2UUY_lig	swarm_105	56.0	2.0	
lightdock	luciferin_score	-7.89791	2UUY_rec	2UUY_lig	swarm_105	57.0	6.0	
lightdock	luciferin_score	-8.73811	2UUY_rec	2UUY_lig	swarm_105	58.0	1.0	
lightdock	luciferin_score	-11.49753	2UUY_rec	2UUY_lig	swarm_105	59.0	1.0	
lightdock	luciferin_score	-12.61152	2UUY_rec	2UUY_lig	swarm_105	60.0	2.0	
lightdock	luciferin_score	-15.95648	2UUY_rec	2UUY_lig	swarm_105	61.0	3.0	
lightdock	luciferin_score	-16.20393	2UUY_rec	2UUY_lig	swarm_105	62.0	2.0	
lightdock	luciferin_score	-19.85443	2UUY_rec	2UUY_lig	swarm_105	63.0	3.0	
lightdock	luciferin_score	-29.22346	2UUY_rec	2UUY_lig	swarm_105	64.0	3.0	
lightdock	luciferin_score	-33.50403	2UUY_rec	2UUY_lig	swarm_105	65.0	2.0	
lightdock	luciferin_score	-59.14455	2UUY_rec	2UUY_lig	swarm_105	66.0	2.0	
lightdock	luciferin_score	-66.74198	2UUY_rec	2UUY_lig	swarm_105	67.0	1.0	
lightdock	luciferin_score	18.83983	2UUY_rec	2UUY_lig	swarm_106	0.0	9.0	
lightdock	luciferin_score	16.9305	2UUY_rec	2UUY_lig	swarm_106	1.0	8.0	
lightdock	luciferin_score	16.28326	2UUY_rec	2UUY_lig	swarm_106	2.0	3.0	
lightdock	luciferin_score	15.25239	2UUY_rec	2UUY_lig	swarm_106	3.0	3.0	
lightdock	luciferin_score	15.19832	2UUY_rec	2UUY_lig	swarm_106	4.0	4.0	
